end,val,accn,fy,fp,form,filed,frame,label,start
2021-09-25,26278000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,,AccountsReceivableNetCurrent,
2021-09-25,26278000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,AccountsReceivableNetCurrent,
2021-09-25,26278000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,AccountsReceivableNetCurrent,
2021-09-25,26278000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2021Q3I,AccountsReceivableNetCurrent,
2021-12-25,30213000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,CY2021Q4I,AccountsReceivableNetCurrent,
2022-03-26,20815000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,CY2022Q1I,AccountsReceivableNetCurrent,
2022-06-25,21803000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,CY2022Q2I,AccountsReceivableNetCurrent,
2022-09-24,28184000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,,AccountsReceivableNetCurrent,
2022-09-24,28184000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,,AccountsReceivableNetCurrent,
2022-09-24,28184000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,,AccountsReceivableNetCurrent,
2022-09-24,28184000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,CY2022Q3I,AccountsReceivableNetCurrent,
2022-12-31,23752000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,CY2022Q4I,AccountsReceivableNetCurrent,
2023-04-01,17936000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,CY2023Q1I,AccountsReceivableNetCurrent,
2023-07-01,19549000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,CY2023Q2I,AccountsReceivableNetCurrent,
2009-09-26,430000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2009Q3I,AccruedIncomeTaxesCurrent,
2009-09-26,430000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,AccruedIncomeTaxesCurrent,
2010-06-26,56000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2010Q2I,AccruedIncomeTaxesCurrent,
2010-09-25,210000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2010Q3I,AccruedIncomeTaxesCurrent,
2010-09-25,210000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,AccruedIncomeTaxesCurrent,
2010-12-25,152000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2010Q4I,AccruedIncomeTaxesCurrent,
2017-09-30,257000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,AccruedIncomeTaxesNoncurrent,
2017-09-30,257000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,AccruedIncomeTaxesNoncurrent,
2017-09-30,257000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,AccruedIncomeTaxesNoncurrent,
2017-09-30,257000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2017Q3I,AccruedIncomeTaxesNoncurrent,
2017-12-30,34913000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q4I,AccruedIncomeTaxesNoncurrent,
2018-03-31,34913000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,CY2018Q1I,AccruedIncomeTaxesNoncurrent,
2018-06-30,34029000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2018Q2I,AccruedIncomeTaxesNoncurrent,
2018-09-29,33589000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,AccruedIncomeTaxesNoncurrent,
2018-09-29,33589000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,,AccruedIncomeTaxesNoncurrent,
2018-09-29,33589000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,AccruedIncomeTaxesNoncurrent,
2018-09-29,33589000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,AccruedIncomeTaxesNoncurrent,
2018-09-29,33589000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2018Q3I,AccruedIncomeTaxesNoncurrent,
2018-12-29,30948000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4I,AccruedIncomeTaxesNoncurrent,
2019-03-30,30986000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2019Q1I,AccruedIncomeTaxesNoncurrent,
2019-06-29,30521000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2019Q2I,AccruedIncomeTaxesNoncurrent,
2019-09-28,29545000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,AccruedIncomeTaxesNoncurrent,
2019-09-28,29545000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,,AccruedIncomeTaxesNoncurrent,
2019-09-28,29545000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,AccruedIncomeTaxesNoncurrent,
2019-09-28,29545000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,AccruedIncomeTaxesNoncurrent,
2019-09-28,29545000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2019Q3I,AccruedIncomeTaxesNoncurrent,
2019-12-28,28198000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2019Q4I,AccruedIncomeTaxesNoncurrent,
2020-03-28,28188000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,CY2020Q1I,AccruedIncomeTaxesNoncurrent,
2020-06-27,28188000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,CY2020Q2I,AccruedIncomeTaxesNoncurrent,
2020-09-26,28170000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,AccruedIncomeTaxesNoncurrent,
2020-09-26,28170000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,,AccruedIncomeTaxesNoncurrent,
2020-09-26,28170000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,AccruedIncomeTaxesNoncurrent,
2020-09-26,28170000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,AccruedIncomeTaxesNoncurrent,
2020-09-26,28170000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2020Q3I,AccruedIncomeTaxesNoncurrent,
2020-12-26,28170000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2020Q4I,AccruedIncomeTaxesNoncurrent,
2021-03-27,25162000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,CY2021Q1I,AccruedIncomeTaxesNoncurrent,
2021-06-26,24923000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,CY2021Q2I,AccruedIncomeTaxesNoncurrent,
2021-09-25,24689000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,,AccruedIncomeTaxesNoncurrent,
2021-09-25,24689000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,,AccruedIncomeTaxesNoncurrent,
2021-09-25,24689000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,AccruedIncomeTaxesNoncurrent,
2021-09-25,24689000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,AccruedIncomeTaxesNoncurrent,
2021-09-25,24689000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2021Q3I,AccruedIncomeTaxesNoncurrent,
2021-12-25,24689000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,CY2021Q4I,AccruedIncomeTaxesNoncurrent,
2022-03-26,20711000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,CY2022Q1I,AccruedIncomeTaxesNoncurrent,
2022-06-25,20699000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,CY2022Q2I,AccruedIncomeTaxesNoncurrent,
2022-09-24,16657000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2022Q3I,AccruedIncomeTaxesNoncurrent,
2008-09-27,3719000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,CY2008Q3I,AccruedLiabilities,
2009-06-27,3338000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,CY2009Q2I,AccruedLiabilities,
2008-09-27,4224000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,CY2008Q3I,AccruedLiabilitiesCurrent,
2008-09-27,3719000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,AccruedLiabilitiesCurrent,
2009-09-26,3852000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2009Q3I,AccruedLiabilitiesCurrent,
2009-09-26,3852000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,AccruedLiabilitiesCurrent,
2009-09-26,3852000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,AccruedLiabilitiesCurrent,
2009-09-26,3852000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,AccruedLiabilitiesCurrent,
2009-09-26,3852000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,,AccruedLiabilitiesCurrent,
2009-09-26,3376000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,AccruedLiabilitiesCurrent,
2009-12-26,3996000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,CY2009Q4I,AccruedLiabilitiesCurrent,
2010-03-27,4021000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,CY2010Q1I,AccruedLiabilitiesCurrent,
2010-06-26,4452000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2010Q2I,AccruedLiabilitiesCurrent,
2010-09-25,5723000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010Q3I,AccruedLiabilitiesCurrent,
2010-09-25,5723000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,AccruedLiabilitiesCurrent,
2010-09-25,5723000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,AccruedLiabilitiesCurrent,
2010-09-25,5723000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,AccruedLiabilitiesCurrent,
2010-09-25,5723000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,AccruedLiabilitiesCurrent,
2010-12-25,5953000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2010Q4I,AccruedLiabilitiesCurrent,
2011-03-26,7022000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2011Q1I,AccruedLiabilitiesCurrent,
2011-06-25,7597000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2011Q2I,AccruedLiabilitiesCurrent,
2011-09-24,9247000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,AccruedLiabilitiesCurrent,
2011-09-24,9247000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AccruedLiabilitiesCurrent,
2011-09-24,9247000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,AccruedLiabilitiesCurrent,
2011-09-24,9247000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,AccruedLiabilitiesCurrent,
2011-09-24,9247000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,AccruedLiabilitiesCurrent,
2011-09-24,9247000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,AccruedLiabilitiesCurrent,
2011-12-31,11500000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2011Q4I,AccruedLiabilitiesCurrent,
2012-03-31,9778000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2012Q1I,AccruedLiabilitiesCurrent,
2012-06-30,10430000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2012Q2I,AccruedLiabilitiesCurrent,
2012-09-29,11414000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2012Q3I,AccruedLiabilitiesCurrent,
2012-09-29,11414000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,AccruedLiabilitiesCurrent,
2012-09-29,11414000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,AccruedLiabilitiesCurrent,
2012-09-29,11414000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,AccruedLiabilitiesCurrent,
2012-09-29,11414000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,AccruedLiabilitiesCurrent,
2012-09-29,11414000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AccruedLiabilitiesCurrent,
2012-12-29,13207000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2012Q4I,AccruedLiabilitiesCurrent,
2013-03-30,13331000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2013Q1I,AccruedLiabilitiesCurrent,
2013-06-29,13470000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2013Q2I,AccruedLiabilitiesCurrent,
2013-09-28,13856000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2013Q3I,AccruedLiabilitiesCurrent,
2013-09-28,13856000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,AccruedLiabilitiesCurrent,
2013-09-28,13856000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,AccruedLiabilitiesCurrent,
2013-09-28,13856000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,AccruedLiabilitiesCurrent,
2013-09-28,13856000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,AccruedLiabilitiesCurrent,
2013-09-28,13856000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,AccruedLiabilitiesCurrent,
2013-12-28,15824000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2013Q4I,AccruedLiabilitiesCurrent,
2014-03-29,15984000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,AccruedLiabilitiesCurrent,
2014-06-28,15264000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,AccruedLiabilitiesCurrent,
2014-09-27,18453000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2014Q3I,AccruedLiabilitiesCurrent,
2014-09-27,18453000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,AccruedLiabilitiesCurrent,
2014-09-27,18453000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,AccruedLiabilitiesCurrent,
2014-09-27,18453000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,AccruedLiabilitiesCurrent,
2014-09-27,18453000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,AccruedLiabilitiesCurrent,
2014-09-27,18453000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,AccruedLiabilitiesCurrent,
2014-12-27,22724000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2014Q4I,AccruedLiabilitiesCurrent,
2015-03-28,22827000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,CY2015Q1I,AccruedLiabilitiesCurrent,
2015-06-27,22724000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2015Q2I,AccruedLiabilitiesCurrent,
2015-09-26,25181000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2015Q3I,AccruedLiabilitiesCurrent,
2015-09-26,25181000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,AccruedLiabilitiesCurrent,
2015-09-26,25181000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,AccruedLiabilitiesCurrent,
2015-09-26,25181000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,AccruedLiabilitiesCurrent,
2015-09-26,25181000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,AccruedLiabilitiesCurrent,
2015-12-26,24032000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,CY2015Q4I,AccruedLiabilitiesCurrent,
2016-03-26,23208000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,CY2016Q1I,AccruedLiabilitiesCurrent,
2016-06-25,20820000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2016Q2I,AccruedLiabilitiesCurrent,
2016-09-24,22027000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,AccruedLiabilitiesCurrent,
2016-09-24,22027000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,AccruedLiabilitiesCurrent,
2016-09-24,22027000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,AccruedLiabilitiesCurrent,
2016-09-24,22027000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2016Q3I,AccruedLiabilitiesCurrent,
2016-09-24,22027000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,AccruedLiabilitiesCurrent,
2016-12-31,23739000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2016Q4I,AccruedLiabilitiesCurrent,
2017-04-01,23096000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2017Q1I,AccruedLiabilitiesCurrent,
2017-07-01,23304000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2017Q2I,AccruedLiabilitiesCurrent,
2017-09-30,25744000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2017Q3I,AccruedLiabilitiesCurrent,
2017-09-30,25744000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,AccruedLiabilitiesCurrent,
2017-09-30,25744000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,AccruedLiabilitiesCurrent,
2017-09-30,25744000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,AccruedLiabilitiesCurrent,
2017-12-30,26281000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q4I,AccruedLiabilitiesCurrent,
2018-03-31,26756000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,CY2018Q1I,AccruedLiabilitiesCurrent,
2018-06-30,25184000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2018Q2I,AccruedLiabilitiesCurrent,
2011-09-24,598000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,AccruedMarketingCostsCurrent,
2011-09-24,598000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AccruedMarketingCostsCurrent,
2011-09-24,598000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,AccruedMarketingCostsCurrent,
2011-09-24,598000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,AccruedMarketingCostsCurrent,
2012-03-31,561000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2012Q1I,AccruedMarketingCostsCurrent,
2012-06-30,581000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2012Q2I,AccruedMarketingCostsCurrent,
2012-09-29,910000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2012Q3I,AccruedMarketingCostsCurrent,
2012-09-29,910000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,AccruedMarketingCostsCurrent,
2012-09-29,910000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,AccruedMarketingCostsCurrent,
2012-09-29,910000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,AccruedMarketingCostsCurrent,
2012-09-29,910000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,AccruedMarketingCostsCurrent,
2012-09-29,910000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AccruedMarketingCostsCurrent,
2012-12-29,815000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2012Q4I,AccruedMarketingCostsCurrent,
2013-03-30,769000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2013Q1I,AccruedMarketingCostsCurrent,
2013-06-29,1152000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2013Q2I,AccruedMarketingCostsCurrent,
2013-09-28,1291000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2013Q3I,AccruedMarketingCostsCurrent,
2013-09-28,1291000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,AccruedMarketingCostsCurrent,
2013-09-28,1291000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,AccruedMarketingCostsCurrent,
2013-09-28,1291000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,AccruedMarketingCostsCurrent,
2013-09-28,1291000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,AccruedMarketingCostsCurrent,
2013-09-28,1291000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,AccruedMarketingCostsCurrent,
2013-12-28,1143000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2013Q4I,AccruedMarketingCostsCurrent,
2014-03-29,1403000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,AccruedMarketingCostsCurrent,
2014-06-28,1686000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,AccruedMarketingCostsCurrent,
2014-09-27,2321000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2014Q3I,AccruedMarketingCostsCurrent,
2014-09-27,2321000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,AccruedMarketingCostsCurrent,
2014-09-27,2321000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,AccruedMarketingCostsCurrent,
2014-09-27,2321000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,AccruedMarketingCostsCurrent,
2014-09-27,2321000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,AccruedMarketingCostsCurrent,
2014-12-27,1960000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2014Q4I,AccruedMarketingCostsCurrent,
2015-03-28,1384000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,CY2015Q1I,AccruedMarketingCostsCurrent,
2015-06-27,1651000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2015Q2I,AccruedMarketingCostsCurrent,
2011-09-24,3991000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2011-09-24,3991000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2011-09-24,3991000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2011-09-24,3991000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-03-31,5094000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2012Q1I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-06-30,5718000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2012Q2I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-09-29,6435000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-09-29,6435000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-09-29,6435000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-09-29,6435000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-09-29,6435000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-09-29,6435000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2012Q3I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2012-12-29,7792000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2012Q4I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-03-30,9168000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2013Q1I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-06-29,10562000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2013Q2I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-09-28,11922000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-09-28,11922000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-09-28,11922000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-09-28,11922000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-09-28,11922000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-09-28,11922000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2013Q3I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2013-12-28,13800000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2013Q4I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2014-03-29,15286000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2014-06-28,16868000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2014-09-27,18391000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2014-09-27,18391000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2014-09-27,18391000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
2014-09-27,18391000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,
